,accession,y_hmm,y_dp
1139,WP_187462278.1 alpha-glucosidase C-terminal domain-containing protein [Photobacterium sp. BZF1],1,1
1140,WP_202286018.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [unclassified Alteromonas],1,1
1141,NLG34198.1 amylosucrase [Lentisphaerae bacterium],1,1
1142,WP_149499070.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [Pirellulaceae],1,1
1143,HAA99866.1 TPA: amylosucrase [Alteromonas macleodii],1,1
1144,WP_107271816.1 amylosucrase [Photobacterium sanctipauli],1,1
1145,WP_015068322.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas mediterranea],1,1
1146,RUM28427.1 amylosucrase [Alteromonas sp.],1,1
1147,WP_020744449.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas mediterranea],1,1
1148,WP_049588768.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1149,"KUK96167.1 Amylosucrase, partial [Anaerolineaceae bacterium 46_22]",1,1
1150,NKX22223.1 amylosucrase [Alteromonadaceae bacterium A_SAG2],1,1
1151,WP_110288823.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. I10],1,1
1152,GFD96825.1 amylosucrase [Alteromonas sp. KUL154],1,1
1153,WP_023559950.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas mediterranea],1,1
1154,HBI75481.1 TPA: amylosucrase [Alteromonas macleodii],1,1
1155,WP_039229292.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1156,CRH07200.1 GH13 : Amylosucrase [Candidatus Magnetococcus massalia],1,1
1157,WP_156078939.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1158,WP_061486715.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1159,WP_069945101.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [Alteromonas],1,1
1160,"WP_036823894.1 amylosucrase, partial [Photobacterium sanctipauli]",1,1
1161,OHD16827.1 amylosucrase [Spirochaetes bacterium GWB1_60_80],1,1
1162,NKX32571.1 amylosucrase [Alteromonadaceae bacterium A_SAG1],1,1
1163,WP_146430599.1 alpha-glucosidase C-terminal domain-containing protein [Blastopirellula retiformator],1,1
1164,WP_014951059.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1165,WP_159580287.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. KUL106],1,1
1166,WP_096993654.1 alpha-amylase family protein [Vibrio thalassae],1,1
1167,WP_199452735.1 alpha-amylase family protein [Vibrio owensii],1,1
1168,WP_157316861.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas mediterranea],1,1
1169,WP_181549984.1 alpha-glucosidase C-terminal domain-containing protein [Desulfosalsimonas propionicica],1,1
1170,WP_107300510.1 alpha-glucosidase C-terminal domain-containing protein [Photobacterium rosenbergii],1,1
1171,NCA82541.1 DUF3459 domain-containing protein [Opitutae bacterium],1,1
1172,WP_039987393.1 alpha-amylase family protein [Vibrio owensii],1,1
1173,WP_148511534.1 amylosucrase [Vibrio cholerae],1,1
1174,WP_198558725.1 alpha-amylase family protein [Vibrio mediterranei],1,1
1175,GFD82187.1 amylosucrase [Tenacibaculum sp. KUL118],1,1
1176,WP_201285044.1 alpha-glucosidase C-terminal domain-containing protein [Tenacibaculum sp. KUL118],1,1
1177,WP_054822392.1 alpha-amylase family protein [Vibrio owensii],1,1
1178,WP_045484212.1 alpha-amylase family protein [Vibrio owensii],1,1
1179,WP_031493191.1 alpha-amylase family protein [Vibrio mediterranei],1,1
1180,WP_006069096.1 alpha-amylase family protein [Vibrio mediterranei],1,1
1181,HBN99956.1 TPA: amylosucrase [Alteromonas macleodii],1,1
1182,WP_199436326.1 alpha-amylase family protein [Vibrio owensii],1,1
1183,WP_122071613.1 alpha-amylase family protein [Vibrio owensii],1,1
1184,NEL22135.1 amylosucrase [Verrucomicrobiales bacterium T37],1,1
1185,WP_018984217.1 alpha-glucosidase C-terminal domain-containing protein [Salinimonas chungwhensis],1,1
1186,HBK58036.1 TPA: amylosucrase [Spirochaetaceae bacterium],1,1
1187,WP_143837175.1 alpha-glucosidase C-terminal domain-containing protein [Aliiglaciecola sp. M165],1,1
1188,RZP31676.1 amylosucrase [Alteromonas sp.],1,1
1189,WP_063603259.1 alpha-amylase family protein [Vibrio barjaei],1,1
1190,"HBO33288.1 TPA: amylosucrase, partial [Anaerolineaceae bacterium]",1,1
1191,WP_014980534.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [Alteromonas],1,1
1192,EGR3932583.1 amylosucrase [Vibrio cholerae],1,1
1193,WP_014977633.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1194,WP_039840610.1 alpha-amylase family protein [Vibrio owensii],1,1
1195,"HAV63825.1 TPA: amylosucrase, partial [Verrucomicrobiales bacterium]",1,1
1196,WP_061096061.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1197,MAW03781.1 amylosucrase [Alteromonas sp.],1,1
1198,WP_024017120.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas mediterranea],1,1
1199,"NEX18701.1 amylosucrase, partial [Halochromatium sp.]",1,1
1200,HCS80336.1 TPA: amylosucrase [Alteromonas macleodii],1,1
1201,WP_200240196.1 alpha-glucosidase C-terminal domain-containing protein [Lamprobacter modestohalophilus],1,1
1202,NCC52193.1 amylosucrase [Spartobacteria bacterium],1,1
1203,MBI1176346.1 amylosucrase [bacterium],1,1
1204,WP_094418391.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [Rhodopirellula],1,1
1205,WP_159120514.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. KUL150],1,1
1206,WP_076012498.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas abrolhosensis],1,1
1207,WP_189609448.1 DUF3459 domain-containing protein [Saccharospirillum salsuginis],1,1
1208,WP_103878668.1 alpha-amylase family protein [Vibrio hangzhouensis],1,1
1209,WP_171369837.1 amylosucrase [Vibrio owensii],1,1
1210,WP_009706572.1 alpha-amylase family protein [Vibrio sp. HENC-03],1,1
1211,WP_007103610.1 amylosucrase [Paraglaciecola polaris],1,1
1212,WP_078610064.1 alpha-amylase family protein [Vibrio owensii],1,1
1213,WP_131138326.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. KUL17],1,1
1214,WP_039233556.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1215,WP_038894629.1 alpha-amylase family protein [Vibrio owensii],1,1
1216,HBJ34654.1 TPA: amylosucrase [Planctomycetaceae bacterium],1,1
1217,WP_200283111.1 amylosucrase [Rhabdochromatium marinum],1,1
1218,WP_171390489.1 amylosucrase [Vibrio mediterranei],1,1
1219,GFD76881.1 amylosucrase [Tenacibaculum sp. KUL113],1,1
1220,HHA95568.1 TPA: amylosucrase [Treponema sp.],1,1
1221,WP_101566170.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1222,WP_158906999.1 amylosucrase [Rectinema subterraneum],1,1
1223,WP_185691040.1 amylosucrase [Puniceicoccus vermicola],1,1
1224,WP_045410771.1 amylosucrase [Vibrio owensii],1,1
1225,WP_132698312.1 amylosucrase [Vibrio owensii],1,1
1226,WP_011576530.1 DUF3459 domain-containing protein [Pseudoalteromonas atlantica],1,1
1227,EHA1083323.1 amylosucrase [Vibrio parahaemolyticus],1,1
1228,CAE7253785.1 ams [Symbiodinium sp. KB8],1,1
1229,"EKD97504.1 hypothetical protein ACD_23C00890G0002, partial [uncultured bacterium]",1,1
1230,WP_014999826.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas macleodii],1,1
1231,WP_005434296.1 alpha-amylase family protein [Vibrio harveyi],1,1
1232,WP_105932673.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas gracilis],1,1
1233,WP_199459741.1 amylosucrase [Vibrio owensii],1,1
1234,GAM54158.1 sucrose phosphorylase [Vibrio ishigakensis],1,1
1235,NKW89362.1 amylosucrase [Alteromonadaceae bacterium A_SAG4],1,1
1236,WP_137165690.1 alpha-glucosidase C-terminal domain-containing protein [Salinimonas lutimaris],1,1
1237,WP_127555709.1 alpha-glucosidase C-terminal domain-containing protein [Saccharospirillum alexandrii],1,1
1238,APD87735.1 amylosucrase [Alteromonas sp. Mex14],1,1
1239,NBV43483.1 amylosucrase [Firmicutes bacterium],1,1
1240,WP_061008975.1 amylosucrase [Vibrio harveyi],1,1
1241,WP_198816397.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. IB21],1,1
1242,WP_038226412.1 alpha-amylase family protein [Vibrio sp. ER1A],1,1
1243,WP_062455652.1 alpha-amylase family protein [Vibrio mediterranei],1,1
1244,WP_199481853.1 amylosucrase [Vibrio owensii],1,1
1245,WP_120962691.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. TK-46(2)],1,1
1246,WP_101198800.1 alpha-glucosidase C-terminal domain-containing protein [Paraglaciecola sp. MB-3u-78],1,1
1247,WP_126554932.1 alpha-glucosidase C-terminal domain-containing protein [Dictyobacter kobayashii],1,1
1248,MAL70895.1 amylosucrase [Alteromonas sp.],1,1
1249,WP_041056120.1 amylosucrase [Vibrio owensii],1,1
1250,WP_160180999.1 alpha-glucosidase C-terminal domain-containing protein [Paraglaciecola mesophila],1,1
1251,HAY99924.1 TPA: amylosucrase [Opitutae bacterium],1,1
1252,"MBI1855636.1 alpha-amylase family protein, partial [Chloroflexi bacterium]",1,1
1253,AEJ20244.1 Amylosucrase [Treponema caldarium DSM 7334],1,1
1254,WP_156789671.1 amylosucrase [Treponema caldarium],1,1
1255,WP_202262713.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [unclassified Alteromonas],1,1
1256,WP_150871896.1 amylosucrase [Vibrio fortis],1,1
1257,WP_110429169.1 amylosucrase [Glaciecola sp. KUL10],1,1
1258,MBG7608856.1 alpha-glucosidase C-terminal domain-containing protein [Verrucomicrobia bacterium],1,1
1259,WP_201247072.1 alpha-glucosidase C-terminal domain-containing protein [Halochromatium salexigens],1,1
1260,WP_100656929.1 amylosucrase [Alteromonas flava],1,1
1261,"EAQ78490.1 Alpha amylase, catalytic region [Blastopirellula marina DSM 3645]",1,1
1262,MAP20522.1 amylosucrase [Alteromonadaceae bacterium],1,1
1263,EHA1070225.1 amylosucrase [Vibrio parahaemolyticus],1,1
1264,MAS94287.1 amylosucrase [Verrucomicrobiales bacterium],1,1
1265,KPK54376.1 amylosucrase [Myxococcales bacterium SG8_38_1],1,1
1266,KPJ77247.1 amylosucrase [Deltaproteobacteria bacterium SG8_13],1,1
1267,WP_186506074.1 amylosucrase [Neptunicella marina],1,1
1268,WP_171393724.1 amylosucrase [Vibrio mediterranei],1,1
1269,WP_040351883.1 cyclomaltodextrinase C-terminal domain-containing protein [Blastopirellula marina],1,1
1270,RPH19772.1 DUF3459 domain-containing protein [Alteromonadaceae bacterium TMED7],1,1
1271,EHA1106477.1 amylosucrase [Vibrio parahaemolyticus],1,1
1272,"ABM02171.1 alpha amylase, catalytic region [Psychromonas ingrahamii 37]",1,1
1273,WP_041765783.1 alpha-glucosidase C-terminal domain-containing protein [Psychromonas ingrahamii],1,1
1274,NVK00382.1 amylosucrase [Oceanospirillaceae bacterium],1,1
1275,BBO29313.1 amylosucrase [Alteromonas sp. I4],1,1
1276,NDJ33284.1 amylosucrase [Chloroflexi bacterium],1,1
1277,OHD82733.1 amylosucrase [Spirochaetes bacterium RIFOXYC1_FULL_54_7],1,1
1278,"HBH27802.1 TPA: amylosucrase, partial [Desulfofustis sp.]",1,1
1279,WP_132779324.1 alpha-amylase family protein [Treponema sp. J25],1,1
1280,WP_073316623.1 alpha-glucosidase C-terminal domain-containing protein [Marisediminitalea aggregata],1,1
1281,WP_025257496.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. ALT199],1,1
1282,MAH56206.1 amylosucrase [Aestuariibacter sp.],1,1
1283,NBC27640.1 amylosucrase [Bacteroidetes bacterium],1,1
1284,WP_117318838.1 alpha-glucosidase C-terminal domain-containing protein [Salinimonas sediminis],1,1
1285,WP_070123190.1 alpha-amylase family protein [Alteromonas confluentis],1,1
1286,"TFG83265.1 amylosucrase, partial [Spirochaetales bacterium]",1,1
1287,WP_152468489.1 amylosucrase [Vibrio sp. THAF190c],1,1
1288,WP_054032834.1 alpha-glucosidase C-terminal domain-containing protein [Desulfatitalea tepidiphila],1,1
1289,KPP99716.1 amylosucrase AmyA [Bacteroidetes bacterium HLUCCA01],1,1
1290,VXC45389.1 Amylosucrase [Alteromonas sp. 38],1,1
1291,WP_197529401.1 alpha-glucosidase C-terminal domain-containing protein [Botrimarina mediterranea],1,1
1292,WP_139755042.1 alpha-glucosidase C-terminal domain-containing protein [Salinimonas sp. KX18D6],1,1
1293,HAE23561.1 TPA: amylosucrase [Spirochaetaceae bacterium],1,1
1294,QDV74703.1 Amylosucrase [Botrimarina mediterranea],1,1
1295,ALM92881.1 Sucrose phosphorylase [Alteromonas stellipolaris LMG 21856],1,1
1296,WP_070178479.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas lipolytica],1,1
1297,WP_159534725.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [unclassified Alteromonas],1,1
1298,WP_057796556.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [Alteromonas],1,1
1299,WP_039217526.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas marina],1,1
1300,GAL20660.1 sucrose phosphorylase [Vibrio maritimus],1,1
1301,MAD16947.1 amylosucrase [Alteromonadaceae bacterium],1,1
1302,WP_033184692.1 alpha-glucosidase C-terminal domain-containing protein [Pseudoalteromonas sp. PLSV],1,1
1303,NNK07378.1 amylosucrase [Myxococcales bacterium],1,1
1304,WP_006991776.1 alpha-glucosidase C-terminal domain-containing protein [Paraglaciecola mesophila],1,1
1305,WP_062089140.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas addita],1,1
1306,WP_191025187.1 alpha-glucosidase C-terminal domain-containing protein [Salinimonas profundi],1,1
1307,"NJK30221.1 amylosucrase, partial [Acaryochloris sp. SU_5_25]",1,1
1308,"MBC7869678.1 alpha-amylase family protein, partial [Chitinophagaceae bacterium]",1,1
1309,WP_032097732.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [unclassified Alteromonas],1,1
1310,NND30241.1 amylosucrase [Myxococcales bacterium],1,1
1311,KPK17210.1 amylosucrase [Myxococcales bacterium SG8_38],1,1
1312,KXJ58942.1 amylosucrase [Alteromonas sp. Nap_26],1,1
1313,WP_114562231.1 alpha-amylase family protein [Ephemeroptericola cinctiostellae],1,1
1314,AEE24727.1 alpha amylase catalytic region [Glaciecola sp. 4H-3-7+YE-5],1,1
1315,MBC2736219.1 amylosucrase [Desulfobacteraceae bacterium],1,1
1316,NQV06307.1 amylosucrase [bacterium],1,1
1317,MBN26926.1 amylosucrase [Alteromonadaceae bacterium],1,1
1318,WP_007985047.1 alpha-glucosidase C-terminal domain-containing protein [Paraglaciecola chathamensis],1,1
1319,WP_191865208.1 alpha-glucosidase C-terminal domain-containing protein [Paraglaciecola oceanifecundans],1,1
1320,"RPH56271.1 amylosucrase, partial [Chloroflexi bacterium]",1,1
1321,MAI37984.1 amylosucrase [Alteromonas sp.],1,1
1322,"CAA9575023.1 GH13_4 | GH13_16 | GH13 | GH13_36 | GH13_ 30 | GH13_29 | GH13_17 | GH13_31 | GH13_40 | GH13 _23 | GH13_18 | GH13_35 | GH13_20 | GH13_21 | GH13_2, partial [uncultured Thermomicrobiales bacterium]",1,1
1323,WP_163105787.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas genovensis],1,1
1324,"NVO08037.1 amylosucrase, partial [Rhodoferax sp.]",1,1
1325,MBT81737.1 amylosucrase [Alteromonadaceae bacterium],1,1
1326,WP_008301884.1 alpha-glucosidase C-terminal domain-containing protein [Paraglaciecola agarilytica],1,1
1327,WP_198825306.1 alpha-glucosidase C-terminal domain-containing protein [Paraglaciecola chathamensis],1,1
1328,OHD21372.1 amylosucrase [Spirochaetes bacterium GWB1_59_5],1,1
1329,"HCO25807.1 TPA: amylosucrase, partial [Gimesia maris]",1,1
1330,WP_041246705.1 alpha-amylase family protein [Glaciecola nitratireducens],1,1
1331,WP_048617547.1 amylosucrase [Vibrio sp. J2-29],1,1
1332,MBC8207030.1 alpha-glucosidase C-terminal domain-containing protein [Kiritimatiellaeota bacterium],1,1
1333,"AEP29490.1 alpha amylase, catalytic region [Glaciecola nitratireducens FR1064]",1,1
1334,WP_118491660.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. BL110],1,1
1335,WP_163088719.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. 345S023],1,1
1336,WP_171751672.1 amylosucrase [Vibrio sp. 99-8-1],1,1
1337,WP_071816193.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas sp. V450],1,1
1338,WP_195733140.1 alpha-amylase family protein [Glaciecola sp. MH2013],1,1
1339,WP_050648780.1 amylosucrase [Vibrio sp. J2-4],1,1
1340,HAN98021.1 TPA: amylosucrase [Planctomycetaceae bacterium],1,1
1341,WP_050621939.1 amylosucrase [Vibrio sp. J2-3],1,1
1342,WP_123323968.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas oceani],1,1
1343,"OHE64845.1 amylosucrase, partial [Treponema sp. GWA1_62_8]",1,1
1344,WP_119502630.1 amylosucrase [Alteromonas sp. RKMC-009],1,1
1345,WP_057788149.1 alpha-glucosidase C-terminal domain-containing protein [Alishewanella sp. WH16-1],1,1
1346,OZB43045.1 amylosucrase [Alishewanella sp. 34-51-39],1,1
1347,WP_101040503.1 alpha-amylase family protein [Psychromonas sp. MB-3u-54],1,1
1348,WP_146444387.1 amylosucrase [Botrimarina colliarenosi],1,1
1349,WP_017060366.1 alpha-amylase family protein [Vibrio crassostreae],1,1
1350,HAT40823.1 TPA: amylosucrase [Rheinheimera sp.],1,1
1351,BAG82877.1 amylosucrase [Alteromonas addita],1,1
1352,WP_071980834.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [unclassified Alteromonas],1,1
1353,NVK54096.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonadaceae bacterium],1,1
1354,"MBC7809558.1 alpha-amylase family protein, partial [Burkholderiales bacterium]",1,1
1355,WP_162026356.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [unclassified Lentimonas],1,1
1356,WP_136982392.1 alpha-amylase family protein [Vibrio sp. F13],1,1
1357,WP_062480267.1 DUF3459 domain-containing protein [Lacimicrobium alkaliphilum],1,1
1358,NCN04054.1 amylosucrase [Spirochaetales bacterium],1,1
1359,WP_065955176.1 alpha-glucosidase C-terminal domain-containing protein [Alishewanella sp. HH-ZS],1,1
1360,WP_008951630.1 alpha-glucosidase C-terminal domain-containing protein [Alishewanella jeotgali],1,1
1361,"TFG96201.1 amylosucrase, partial [Calditrichales bacterium]",1,1
1362,WP_046557367.1 alpha-glucosidase C-terminal domain-containing protein [Arsukibacterium ikkense],1,1
1363,WP_162028617.1 MULTISPECIES: alpha-glucosidase C-terminal domain-containing protein [unclassified Lentimonas],1,1
1364,WP_008842876.1 amylosucrase [Aliiglaciecola lipolytica],1,1
1365,WP_105934586.1 alpha-glucosidase C-terminal domain-containing protein [Alteromonas alba],1,1
1366,WP_189405175.1 amylosucrase [Alteromonas halophila],1,1
1367,WP_140960938.1 alpha-glucosidase C-terminal domain-containing protein [Aestuariibacter sp. GS-14],1,1
